주차장명,주소,주차구획수,위도,경도
봉화경찰서 주변,경상북도 봉화군 봉화읍 내성리 194-1,10,36.88882319,128.7398942
보건소 앞,경상북도 봉화군 봉화읍 내성리 285,5,36.89092353,128.7421583
삼천리자전거 주변,경상북도 봉화군 봉화읍 내성리 249-4,34,36.8914511,128.7398051
"후계자 농묘, 백화점 주변",경상북도 봉화군 봉화읍 내성리 426-18,19,36.89126694,128.7347
봉성우체국 주변,경상북도 봉화군 봉성면 봉성리 367-5,37,36.8840233,128.8157461
춘양 파출소 주변,경상북도 봉화군 춘양면 의양리 363-10,43,36.9370951,128.9136423
재산면사무소 주변,경상북도 봉화군 재산면 현동리 763,24,36.8160838,128.9620841
명호면사무소 주변,경상북도 봉화군 명호면 도천리 186-1,38,36.85866315,128.9004992
상운면사무소 주변,경상북도 봉화군 상운면 가곡리 401-4,22,36.83351848,128.7550575
신시장 공영주차장,경상북도 봉화군 봉화읍 내성리 396-25,113,36.8900661,128.7348571
보건소 공영주차장,경상북도 봉화군 봉화읍 내성리 285,43,36.89071878,128.7418543
구시장 공영주차장,경상북도 봉화군 봉화읍 내성리 231-30,58,36.8893611,128.7390441
봉화군 체육공원,경상북도 봉화군 봉화읍 내성리 506,285,36.8904211,128.7379351
당하마을 주차장,전라북도 익산시 용동면 용성리 168-6,15,36.111854,126.987055
비야마을 주차장,전라북도 익산시 용동면 대조리 351-1,31,36.113346,127.0081818
용성마을 주차장,전라북도 익산시 용동면 용성리 277-1,15,36.11643006,126.9860547
신화마을 주차장,전라북도 익산시 용동면 화배리 185-1,10,36.09461242,127.009974
흥왕마을 주차장,전라북도 익산시 용동면 흥왕리 169-4,15,36.10482815,126.9997168
석우마을 주차장,전라북도 익산시 용안면 법성리 3-5,15,36.139454,126.957023
법성마을 주차장,전라북도 익산시 용안면 법성리 214-5,10,36.13614117,126.9574452
송산마을 주차장,전라북도 익산시 용안면 송산리 234-2,16,36.09877465,126.9657881
입산마을 주차장,전라북도 익산시 용안면 동지산리 282-14,15,36.09541537,126.959726
학동마을 주차장,전라북도 익산시 용안면 칠목리 435-2,45,36.0935045,126.970537
용안삼세오충열사 주차장,전라북도 익산시 용안면 중신리 131-3,70,36.11959195,126.9607592
대맹마을 주차장,전라북도 익산시 웅포면 맹산리 134-4,27,36.11139843,126.8897794
상제마을 주차장,전라북도 익산시 웅포면 대붕암리 532-1,43,36.128085,126.898316
동산동마을 주차장,전라북도 익산시 웅포면 맹산리 774-1,17,36.101196,126.8878753
서산동마을 주차장,전라북도 익산시 웅포면 맹산리 843-1,55,36.1023588,126.8867065
송천마을 주차장,전라북도 익산시 웅포면 송천리 172-3,17,36.076561,126.8998894
함라산 등산로 주차장,전라북도 익산시 웅포면 송천리 39,40,36.084134,126.902416
원대암마을 주차장,전라북도 익산시 웅포면 대붕암리 173-4,9,36.13470028,126.902524
하제마을 주차장,전라북도 익산시 웅포면 제성리 642-1,74,36.12302332,126.890567
지종마을 주차장,전라북도 익산시 웅포면 제성리 434-1,45,36.116389,126.899357
진소마을 주차장,전라북도 익산시 웅포면 송천리 491-1,15,36.08485392,126.8946711
(구)국도43번호선공영주차장,경기도 하남시 천현동 100-6,76,37.534042,127.213594
신장동로 140번길 주변,경기도 하남시 신장동 69,10,37.543299,127.220237
남한산성등산로,경기도 하남시 항동 488-11,75,37.496144,127.190002
신장동 566번지 앞공영주차장,경기도 하남시 신장동 566,25,37.542275,127.212657
초이동 공영주차장,경기도 하남시 초이동 78-4,26,37.54468255,127.1718222
동일하이빌아파트 이면도로,경기도 하남시 신장동 101-16,18,37.541434,127.219179
덕풍공원 제2공영주차장,경기도 하남시 덕풍동 435-208,199,37.53609332,127.1993982
역말중앙길,경기도 하남시 덕풍동 524-5,13,37.532843,127.200226
대명아파트 이면도로,경기도 하남시 신장동 73-4,13,37.542958,127.222004
카풀주차장,강원도 춘천시 석사동 137-5,55,37.8462942,127.756297
모산이주마을 공영주차장,경상남도 창원시 의창구 대산면 모산리 895번지,14,35.3619716,128.7066692
대산면 갈전리 585번지 공영주차장,경상남도 창원시 의창구 대산북로385번길,13,35.3640942,128.6807733
대산면 일동리 667번지 공영주차장,경상남도 창원시 의창구 대산북로538번길,60,35.366781,128.6964881
대산면 북부리 380-1번지 공영주차장,경상남도 창원시 의창구 대산북로893번길,10,35.3492191,128.7230611
대원 레포츠공원 주차장,경상남도 창원시 의창구 대원동 618-1번지,212,35.2376397,128.6541815
용현5동 제1노외주차장,인천광역시 미추홀구 용현동 617-100,21,37.45103273,126.638465
용현5동 제2노외주차장,인천광역시 미추홀구 용현동 604-1,93,37.45201513,126.6450629
학익1동제2노외주차장,인천광역시 미추홀구 학익동 720-6,97,37.44748072,126.652155
학익1동제3노외주차장,인천광역시 미추홀구 학익동 732-1,6,37.44517912,126.6575666
학익1동제5노외주차장,인천광역시 미추홀구 학익동 568-1,15,37.44077318,126.6544724
평생학습관부설주차장,인천광역시 미추홀구 학익동 244-58,19,37.44113975,126.669271
학익2동제1노외주차장,인천광역시 미추홀구 학익동 306-34,29,37.44777038,126.6638229
학익2동제3노외주차장,인천광역시 미추홀구 학익동 312-11,11,37.4446349,126.6643689
학익2동제4노외주차장,인천광역시 미추홀구 학익동 312-86,10,37.4451388,126.6639938
학익2동제5노외주차장,인천광역시 미추홀구 학익동 306-23,11,37.4464367,126.6645988
학익2동제6노외주차장,인천광역시 미추홀구 학익동 306-124,40,37.44621644,126.6636081
학익2동제7노외주차장,인천광역시 미추홀구 학익동 270-2,19,37.44312923,126.6653983
도화1동제1노외주차장,인천광역시 미추홀구 도화동 538,16,37.46184683,126.6686083
도화1동제2노외주차장,인천광역시 미추홀구 도화동 596-3,7,37.4638418,126.6677087
신동마을 주차장,전라북도 익산시 오산면 남전리 42-58,20,35.91919063,126.902905
구봉마을 주차장,전라북도 익산시 왕궁면 구덕리 479-10,15,35.94082601,127.081143
시대마을 주차장,전라북도 익산시 왕궁면 도순리 443-13,13,35.999591,127.0796546
신흥마을 주차장,전라북도 익산시 왕궁면 흥암리 508-6,14,35.967139,127.0894661
신기촌마을 주차장,전라북도 익산시 왕궁면 평장리 298-40,15,35.95862031,127.058478
근남마을 주차장,전라북도 익산시 왕궁면 평장리 182-3,40,35.9642194,127.062946
황암마을 주차장,전라북도 익산시 왕궁면 쌍제리 128-1,7,35.938667,127.071725
갈산마을 주차장,전라북도 익산시 왕궁면 흥암리 832,22,35.961652,127.075547
화실마을 주차장,전라북도 익산시 용동면 화실리 524-1,15,36.09419091,126.991056
농소마을 주차장,전라북도 익산시 용동면 구산리 1139-1,6,36.12820751,126.9877696
서해대로제3노상주차장,인천광역시 중구 신흥동3가 51,47,37.44307764,126.6231146
도원로제1노상주차장,인천광역시 중구 선화동 2-11,43,37.46660835,126.6369229
도원로10번길제1노상주차장,인천광역시 중구 선화동 35-3,8,37.4655985,126.6366882
도원로8번길노상주차장,인천광역시 중구 선화동 10-1,6,37.46548365,126.6382248
인중로50번길노상주차장,인천광역시 중구 선화동 14-1,2,37.46511108,126.6387523
인중로42번길노상주차장,인천광역시 중구 선화동 14-15,13,37.46474104,126.6391384
도원로20번길노상주차장,인천광역시 중구 선화동 6-2,9,37.46578078,126.6373655
도원로14번길노상주차장,인천광역시 중구 선화동 27-8,6,37.46553162,126.6372085
서해대로449번길노상주차장,인천광역시 중구 신흥동2가 48-5,5,37.4664395,126.6335959
서해대로449번길제2노상주차장,인천광역시 중구 신흥동2가 43-1,5,37.46662097,126.6340065
인중로98번길,인천광역시 중구 신흥동2가 54-5,15,37.46484917,126.6332871
서해대로464번길,인천광역시 중구 신흥동2가 18-15,5,37.46770767,126.6357827
호천마을 주차장,전라북도 익산시 낭산면 석천리 1037-1,60,36.0837025,127.0363934
배산주차장,전라북도 익산시 모현동2가 186,100,35.95988861,126.9403708
제물량로133번길노상주차장,인천광역시 중구 답동 36,12,37.46826681,126.6289975
우현로20번길노상주차장,인천광역시 중구 신생동 25-1,12,37.46875466,126.6271231
인중로144번길노상주차장,인천광역시 중구 신생동 26-9,23,37.46689738,126.6278829
연안부두로33번길노상주차장,인천광역시 중구 항동7가 27-69,68,37.45413694,126.607164
연안부두로128번길노상주차장,인천광역시 중구 항동7가 82-17,59,37.44904199,126.5936473
연안부두로148번길노상주차장,인천광역시 중구 항동7가 82-23,23,37.44713399,126.5963744
연안부두로148번길제2노상주차장,인천광역시 중구 항동7가 82-23,26,37.44713399,126.5963744
연안부두로제1노상주차장,인천광역시 중구 항동7가 82-23,80,37.44713399,126.5963744
축항대로86번길노상주차장,인천광역시 중구 항동7가 108-3,43,37.4504837,126.6043008
연안부두로75번길노상주차장,인천광역시 중구 항동7가 85-6,32,37.45267739,126.5986095
축항대로86번길제2노상주차장,인천광역시 중구 항동7가 27-48,15,37.45579478,126.6071599
연안초등학교뒷길 노상주차장,인천광역시 중구 항동7가 27-74,11,37.45368797,126.6076275
축항대로86번길제3노상주차장,인천광역시 중구 항동7가 27-114,11,37.45636214,126.6065376
축항대로제1노상주차장,인천광역시 중구 항동7가 42,78,37.45989456,126.6082508
축항대로제2노상주차장,인천광역시 중구 항동7가 64-2,50,37.45758397,126.6043972
서해대로209번길제1노상주차장,인천광역시 중구 항동7가 76-2,28,37.44800115,126.622109
서해대로209번길제2노상주차장,인천광역시 중구 항동7가 76-2,49,37.44800115,126.622109
서해대로제1노상주차장,인천광역시 중구 항동7가 104-3,46,37.44218438,126.6191802
서해대로제2노상주차장,인천광역시 중구 항동7가 76-2,45,37.44800115,126.622109
연안부두로제2노상주차장,인천광역시 중구 항동7가 67,70,37.44936976,126.5978044
중심상가주차장,경상북도 경주시 황오동 230,100,35.84218457,129.2140346
찬우물3주차장,경기도 과천시 갈현동 13-39,25,37.4165208,126.9841353
한내2주차장,경기도 과천시 과천동 530-6,7,37.4470482,126.9971702
한내3주차장,경기도 과천시 과천동 528-5,19,37.447387,126.9979839
공영노외주차장,경기도 과천시 중앙동 9-6,10,37.4312007,126.9885613
공영노외주차장,경기도 과천시 중앙동 30-4,3,37.4329525,126.9911507
공영노외주차장,경기도 과천시 중앙동 28-3,10,37.4320009,126.9902967
공영노외주차장,경기도 과천시 중앙동 28-13,10,37.431691,126.9902379
공영노외주차장,경기도 과천시 중앙동 26-3,9,37.4295068,126.9890948
한내1주차장,경기도 과천시 과천동 525-10,9,37.4482592,126.9986484
공영노외주차장,경기도 과천시 중앙동 19-8,4,37.4331759,126.9910468
부산세무고등학교 주변,부산광역시 남구 대연6동 1801,31,35.1387617,129.0842385
동명로158번길,부산광역시 남구 용호3동 565번지(정원2길 29~184),11,35.1173464,129.111907
수영로69번길 공영주차장,부산광역시 남구 남구 문현3동 262-2,16,35.1366093,129.0769459
un조각공원 주변,"부산광역시 남구 대연3동 1022, 1015-1번지외",60,35.130455,129.098798
용호중앙교회앞 공영주차장,"부산광역시 남구 용호1동 409-25, 26번지",14,35.1185708,129.1091152
신우주택 주변,"부산광역시 남구 용호1동 420-12, 420-6",6,35.11908906,129.1074579
솔밭공원 윗길,"부산광역시 남구 용호1동 72 번지, 94번지 인근",23,35.11859428,129.1073048
새마을금고 주변,부산광역시 남구 우암2동 189번지 일원,66,35.1278816,129.0710928
한신아파트 맞은편,부산광역시 남구 용당동 565-26번지,23,35.1240365,129.0968687
용당세관 주변,부산광역시 남구 용당동 136-3번지 일원,59,35.1150419,129.0937423
카페거리1공영,경기도 수원시 영통구 이의동 1307-3,66,37.2940955,127.0517606
터미널공영,경기도 수원시 권선구 권선동 1189,51,37.250759,127.0203699
팔달주차타워,경기도 수원시 팔달구 지동415,345,37.2865329,127.0358302
행복한들,경기도 수원시 영통구 하동1000,256,37.2595065,127.0466027
화서환승,경기도 수원시 팔달구 화서동 643,290,37.2855411,126.9903727
"화성박물관,팔달구청",경기도 수원시 팔달구 매향동 49,223,37.2821392,127.0187229
화홍문공영,경기도 수원시 장안구 영화동 153-13,457,37.2896054,127.0160997
권선구청 부설,경기도 수원시 권선구 탑동 900/권선구 호매실로 12,258,37.2575745,126.9718636
농수산시장,경기도 수원시 권선구 권선동 1229,596,37.2552268,127.0311227
장안동공영,경기도 수원시 팔달구 장안동 51,138,37.2865546,127.0144027
서울사다리조합,서울특별시 도봉구 도봉동 592-0,25,37.67883,127.04029
인제읍 제1,강원도 인제군 인제읍 상동리 292,61,38.0676254,128.1705326
인제읍 제2,강원도 인제군 인제읍 상동리 42,58,38.06979073,128.1746406
배곧 제13공영,경기도 시흥시 정왕동 1771-23,113,37.3589715,126.7078362
은계 제3공영,경기도 시흥시 은행동 147-2,72,37.4365752,126.8028153
은계 제4공영,경기도 시흥시 은행동 148-2,44,37.4364582,126.8037211
은행근린공원,경기도 시흥시 은행동 565,84,37.4401412,126.7937409
신천근린공원,경기도 시흥시 신천동 57,91,37.43575471,126.7854932
신천사회주택,경기도 시흥시 신천동 704,60,37.44410614,126.7829397
오이도역환승 노외,경기도 시흥시 정왕동 876-537,78,37.361372,126.7376465
은계 P1,경기도 시흥시 대야동 653,31,37.4514726,126.7951525
중촌동제8노상,대전광역시 중구 중촌동 25-7 일원,49,36.342568,127.4103371
중촌동제9노상,대전광역시 중구 중촌동 16-1 (현대@112/113동),44,36.3380927,127.4111395
태평1동제1노상,대전광역시 중구 태평동 278-14,72,36.3244435,127.401185
태평1동제2노상,대전광역시 중구 태평동 281-12,21,36.324033,127.4020012
태평1동제3노상,대전광역시 중구 태평동 278-1,25,36.3257073,127.4016097
태평1동제4노상,대전광역시 중구 태평동 262-47,20,36.3272188,127.4010858
태평1동제5노상,대전광역시 중구 태평동 255-6,14,36.3289732,127.4004709
태평1동제6노상,대전광역시 중구 태평동 253-1,49,36.3318216,127.3987672
시청별관,경기도 수원시 팔달구 인계동1111,364,37.2636323,127.0287264
시청정문,경기도 수원시 팔달구 인계동1111,90,37.2636323,127.0287264
신대호수,경기도 수원시 영통구 하동1008,291,37.2595065,127.0466027
영통공영,경기도 수원시 영통구 영통동995-3,313,37.2533347,127.0739375
영통구청,경기도 수원시 영통구 효원로 407(매탄동),273,37.2593437,127.0465371
영통도서관,경기도 수원시 영통구 영통동 961-1,84,37.2552017,127.0707132
영화동,경기도 수원시 장안구 영화동250-1,136,37.2931391,127.0141138
우만공원공영,경기도 수원시 팔달구 우만동 500,119,37.2868119,127.0324772
원천호수,경기도 수원시 영통구 하동 1024,389,37.2818131,127.0664166
율전공영,경기도 수원시 장안구 율전동 433-2,72,37.2975331,126.9713764
인계공영,경기도 수원시 팔달구 인계동 944-1,64,37.2743883,127.0305615
인계동주택,경기도 수원시 팔달구 인계동821-4,76,37.2717828,127.0238184
창룡공영,경기도 수원시 팔달구 우만동582,85,37.2910831,127.0280917
용두동제2노상,대전광역시 중구 용두동 144-7,50,36.3318057,127.4046039
용두동제3노상,대전광역시 중구 용두동 141-11,33,36.331008,127.4054899
용두동 제4노상,대전광역시 중구 용두동 160-1,19,36.333601,127.4013488
용두동 제5노상,대전광역시 중구 용두동 160-1,9,36.333601,127.4013488
유천1동제1노상,대전광역시 중구 유천동 272-36,33,36.3129976,127.3976088
유천1동제2노상,대전광역시 중구 유천동 297-21,72,36.3149327,127.395311
유천1동 제3노상,대전광역시 중구 유천동 332-28,104,36.3149415,127.3917028
유천2동제1노상,대전광역시 중구 유천동 142-14,102,36.3137761,127.4018791
유천2동제3노상,대전광역시 중구 유천동 141-1,35,36.3149605,127.4026273
유천2동제4노상,대전광역시 중구 유천동 137-1,29,36.3165471,127.4027043
유천2동제5노상,대전광역시 중구 유천동 297-21,41,36.3149327,127.395311
유천2동제6노상,대전광역시 중구 유천동 272-1,68,36.3135894,127.3969918
유천2동제7노상,대전광역시 중구 유천동 200번지 일원,39,36.3221015,127.3978618
유천2동제8노상,대전광역시 중구 유천동 171번지 일원,110,36.3150882,127.39933
은행동제2노상,대전광역시 중구 은행동 24-8,8,36.3309262,127.4237576
중촌동제1노상,대전광역시 중구 중촌동 16-1(현대@111/106동),75,36.3380927,127.4111395
중촌동제2노상,대전광역시 중구 중촌동 16-10,16,36.3378418,127.409593
중촌동제3노상,대전광역시 중구 중촌동 405-3,18,36.3361453,127.412825
중촌동제4노상,대전광역시 중구 중촌동 382-1,120,36.3386821,127.415524
중촌동제5노상,대전광역시 중구 중촌동 14-1,11,36.3379599,127.4152955
중촌동제6노상,대전광역시 중구 중촌동 14-1,23,36.3379599,127.4152955
중촌동제7노상,대전광역시 중구 중촌동 102-1,19,36.3389554,127.4124586
면사무소 앞 주차장,강원도 평창군 대화면 대화리 1180-4,27,37.502653,128.455275
마산마을 주차장,경상남도 의령군 지정면 마산리 850-3,25,35.36480838,128.4110857
나림마을 주차장,경상남도 의령군 지정면 봉곡리 752-5,10,35.38273847,128.3869023
성당마을 주차장,경상남도 의령군 지정면 성당리 587,18,35.36359377,128.3895278
상촌마을 주차장,경상남도 의령군 지정면 성산리 23,24,35.41190634,128.4187455
오천마을 주차장,경상남도 의령군 지정면 오천리 483-1,12,35.38761986,128.3962211
웅곡마을 주차장,경상남도 의령군 지정면 오천리 611,10,35.38644808,128.4047506
백산마을 주차장,경상남도 의령군 지정면 유곡리 410,12,35.43185083,128.3777885
신암(신정)마을 주차장,경상남도 의령군 지정면 태부리 383,12,35.40062928,128.3706733
내조마을 주차장,경상남도 의령군 칠곡면 내조리 425-1,66,35.35354156,128.1947451
신포주차장,경상남도 의령군 칠곡면 신포리 340-4,5,35.33641788,128.1990425
산남주차장,경상남도 의령군 칠곡면 산남리 628-10,18,35.34993992,128.1689313
덕교마을 주차장,경상남도 의령군 화정면 덕교리 763-2,20,35.29102591,128.1945223
상정마을 주차장,경상남도 의령군 화정면 상정리 613-2,20,35.27744565,128.2114796
부림 신반시장 옆 주차장,경상남도 의령군 부림면 신반리 518-2,20,35.46783399,128.3261678
스포원 주차장(동측),부산시 금정구 두구동 1641번지,443,35.28912108,129.1070434
스포원 주차장(서측),부산시 금정구 두구동 1641번지,167,35.28912108,129.1070434
스포원 주차장(남측),부산시 금정구 두구동 1641번지,892,35.28912108,129.1070434
스포원 주차장(북측),부산시 금정구 두구동 1641번지,677,35.28912108,129.1070434
소헌공원주차장,경상북도 청송군 청송읍 월막리 391-1,21,36.43343136,129.0550479
청송향교앞주차장,경상북도 청송군 청송읍 월막리 252-2,20,36.434386,129.0578183
답동사거리노상주차장,인천광역시 중구 신포동 18-16,12,37.47050113,126.6268343
제물량로241번길노상주차장,인천광역시 중구 항동1가 2-5,46,37.47366391,126.6171594
신포로35번길노상주차장,인천광역시 중구 관동2가 9,14,37.47318976,126.6232574
자유공원남로노상주차장,인천광역시 중구 관동1가 9-1,3,37.47408104,126.6213401
신포로39번길노상주차장,인천광역시 중구 송학동1가 8-4,21,37.47455829,126.6218171
신포로35번길제2노상주차장,인천광역시 중구 송학동1가 9-6,13,37.47427289,126.6216015
자유공원남로제2노상주차장,인천광역시 중구 송학동1가 9,3,37.47440655,126.6217003
신포로23번길제1노상주차장,인천광역시 중구 중앙동3가 4-41,26,37.47205911,126.6224446
제물량로232번안길노상주차장,인천광역시 중구 중앙동2가 9,9,37.47261833,126.6217583
신포로15번길제1노상주차장,인천광역시 중구 해안동2가 8-2,20,37.47232356,126.6206165
제물량로제1노상주차장,인천광역시 중구 해안동2가 4-16,18,37.47173179,126.6215193
신포로39번길노상주차장,인천광역시 중구 송학동3가 7-9,9,37.4728737,126.6247332
신포로35번길제3노상주차장,인천광역시 중구 송학동3가 7-13,3,37.47249269,126.6250516
신포로노상주차장,인천광역시 중구 내동 2-26,10,37.47464348,126.6270758
신포로35번길제4노상주차장,인천광역시 중구 송학동2가 16,19,37.47329178,126.6236051
신포로23번길제2노상주차장,인천광역시 중구 중앙동3가 3-13,23,37.47248808,126.6224741
신포로15번길제2노상주차장,인천광역시 중구 중앙동3가 3-13,22,37.47248808,126.6224741
제물량로제2노상주차장,인천광역시 중구 해안동3가 2-16,5,37.47163519,126.6217414
개항로제1노상주차장,인천광역시 중구 해안동4가 3-3,21,37.47083943,126.6230974
답동사거리제2노상주차장,인천광역시 중구 신포동 18-8,12,37.4703864,126.6268437
미륵산임시공영주차장,전라북도 익산시 금마면 기양리 104-1,47,36.01155117,127.0287139
영성마을 주차장,전라북도 익산시 오산면 신지리 373-3,25,35.920081,126.8890201
내성마을 주차장,전라북도 익산시 낭산면 성남리 312,15,36.046168,127.0225828
노동마을 주차장,전라북도 익산시 낭산면 구평리 512,9,36.062061,127.000048
상석마을 주차장,전라북도 익산시 낭산면 석천리 776-3,15,36.0643103,127.044843
맹동마을 주차장,전라북도 익산시 낭산면 구평리 942-1,15,36.048983,126.9989677
신동마을 주차장,전라북도 익산시 낭산면 430-3,50,36.068453,127.0112448
공설운동장 주차장,경상남도 창녕군 창녕읍 퇴천리 80,400,35.519806,128.5064932
갈전운동장 공영주차장,경상남도 창원시 의창구 갈전로(갈전운동장),95,35.3667375,128.6803774
소계동 소계천복개 공영주차장,경상남도 창원시 의창구 금강로341번길,130,35.258251,128.5973984
소계동 467-2번지 공영주차장,경상남도 창원시 의창구 금강로379번길,8,35.2601559,128.6004676
갈전운동장 부설주차장,경상남도 창원시 의창구 대산면 676-1번지,18,35.3533526,128.7161553
일동이주마을 공영주차장,경상남도 창원시 의창구 대산면 대산북로524번길,0,35.3640591,128.6948691
중앙시장 공영주차빌딩 주차장(제1주차장),대전광역시 동구 원동 85-1,400,36.3274455,127.4327716
중앙시장 제3공영주차장,대전광역시 동구 중동93-2,53,36.3118844,127.4548329
천동 주차장,대전광역시 동구 천동 513,14,36.3162083,127.4465285
용현3동제2노외주차장,인천광역시 미추홀구 용현동 459-26,41,37.45653263,126.6504579
용현3동제3노외주차장,인천광역시 미추홀구 용현동 143-2,25,37.45512402,126.6567501
용현3동제7노외주차장,인천광역시 미추홀구 용현동 492-265,42,37.4578483,126.652691
용현3동제8노외주차장,인천광역시 미추홀구 용현동 492-186,17,37.45807061,126.653811
용현3동제9노외주차장,인천광역시 미추홀구 용현동 492-12,14,37.45870716,126.653328
부산대양산캠퍼스역 주차장,경상남도 양산시 물금읍 범어리 2804,93,35.31688473,129.013941
물금역 교통광장주차장,경상남도 양산시 물금읍 물금리 361-2,50,35.306688,128.986463
교동마을 공영주차장,경상남도 양산시 교동 224,19,35.344624,129.026814
교동 공영주차장,경상남도 양산시 교동 252 일원,25,35.343764,128.5320849
남부동 공영주차장,경상남도 양산시 남부동 278 (남부동 마을회관),10,35.341205,129.038838
신동중1 공영주차장,경상남도 양산시 물금읍 범어리 671-4,22,35.332817,129.000937
북부동 제4공영주차장,경상남도 양산시 북부동 448-43 (구.중앙지구대),12,35.344247,129.037461
인제읍 제9,강원도 인제군 인제읍 상동리 289-2,61,38.06769606,128.1715015
인제읍 제10,강원도 인제군 인제읍 상동리 279-2,29,38.06516611,128.1702305
인제읍 제11,강원도 인제군 인제읍 상동리 342-1,38,38.06867859,128.1682338
인제읍 제12,강원도 인제군 인제읍 상동리 28-19,31,38.07143362,128.1749054
남면 제1,강원도 인제군 남면 신남리 18-1,17,37.96744808,128.0798367
남면 제2,강원도 인제군 남면 신남리 18-1,19,37.96681547,128.0810336
남면 제3,강원도 인제군 남면 신남리 396-2,32,37.96830091,128.0799203
노상공영,강원도 인제군 인제읍 상동리 347-39,242,38.06882165,128.1719486
의령시장 보훈회관(신협)옆,경상남도 의령군 의령읍 중동리 410-8,35,35.31867519,128.2628393
충익사 광장 주차장,경상남도 의령군 의령읍 중동리 426-1,59,35.31727246,128.2624365
오암(오동골)마을 주차장,경상남도 의령군 정곡면 죽전리 986-1,7,35.3697216,128.3002175
장내 부자한우촌 주차장,경상남도 의령군 정곡면 중교리 420-8,8,35.38058274,128.3248914
장내 이병철생가 주차장,경상남도 의령군 정곡면 중교리 487,74,35.38059333,128.3257319
독대마을 주차장,경상남도 의령군 지정면 득소리 194-1,10,35.36527278,128.3832826
포외마을 주차장,경상남도 의령군 지정면 마산리 574,20,35.3706131,128.4131667
창절서원주차장,강원도 영월군 영월읍 영흥리 1062-5,87,37.18856525,128.4655552
동부감리교회 맞은편,강원도 영월군 영월읍 덕포리 795-2번지 747㎡ 중 410㎡,17,37.1745581,128.4755166
길성이식당 위,강원도 영월군 영월읍 영흥리 927-13번지,15,37.1826227,128.4688435
하나로마트 후면,강원도 영월군 영월읍 영흥리 925-28번지,10,37.1821035,128.4702593
국군복지단인근,대구광역시 달서구 죽전동 396,17,35.85597157,128.5348979
다방공영화물주차장,경상남도 양산시 다방동 436-2 일원 (다방동 고가다리 밑 일원),106,35.332631,129.038265
북부동공영주차장,"경상남도 양산시 북부동 702-2, 702-6번지",62,35.347317,128.5320849
증산공영화물주차장,"경상남도 양산시 물금읍 물금리 1821, 1826번지",141,35.309683,129.012416
남부시장 주차장,경상남도 양산시 중부동 407-3,111,35.343339,129.037007
남부시장A 시민주차장,경상남도 양산시 중부동 432-7,21,35.34145791,129.0370502
남부시장B 시민주차장,경상남도 양산시 중부동 427-7,23,35.342001,129.035361
북부시장 주차장,경상남도 양산시 북부동 147-36,42,35.349923,129.041733
양산역 공영주차장,경상남도 양산시 중부동 438-9 (양산 지하철역),396,35.340525,129.027719
남양산역 주차장,경상남도 양산시 동면 석산리 1265-6 일원,72,35.324695,129.019358
구민운동장,인천광역시 동구 송림동 319,35,37.476948,126.671114
송림4동 sk주택 앞,인천광역시 동구 송림동 2-65,12,37.478538,126.653063
서흥초교앞,"인천광역시 동구 송림동 35-6,32-15",48,37.479136,126.645466
민방위교육장 앞,인천광역시 동구 창영동 22-8,18,37.471046,126.638444
금창동사무소 옆,인천광역시 동구 금곡동 38-7,12,37.472415,126.639991
공단,인천광역시 동구 송림동 297-20,69,37.47927253,126.6661301
신림면 공영주차장,강원도 원주시 신림면 신림리 698-12,29,37.230271,128.079483
원인동 유휴지 주차장,강원도 원주시 원동 270-1,56,37.3452612,127.9452947
명륜2동 간이주차장,강원도 원주시 명륜동 832,29,37.326948,127.942786
명륜동 쌈지주차장,강원도 원주시 명륜동 819-12,6,37.330159,127.944519
단구동 유휴지 주차장,강원도 원주시 단구동 596-5,62,37.3305854,127.9574163
단구동 쌈지공영주차장,강원도 원주시 단구동 1569-1,6,37.321524,127.949277
단구시장 공영주차장,강원도 원주시 단구동 1451-19,48,37.195462,127.571116
단구동 간이 공영주차장,강원도 원주시 단구동 1699-1,20,37.185973,127.572415
개운동 공영주차장,강원도 원주시 개운동 128-9,22,37.339341,127.955945
송현시장 부근,인천광역시 동구 송현동88-6,16,37.476041,126.634894
송현주공A 앞,인천광역시 동구 송림동 22-245,112,37.480823,126.644813
송현근린공원/배수지,인천광역시 동구 송현동 163,27,37.476886,126.638608
송현터널 앞,인천광역시 동구 송림동 208-5,69,37.474475,126.638902
송림2동 복음병원위,인천광역시 동구 송림동158-5,21,37.475321,126.642018
서부동 주차장,경상남도 의령군 의령읍 서동리 452,14,35.31999227,128.2597409
서본 작은주차장1,경상남도 의령군 의령읍 서동리 470,4,35.32008074,128.2588196
의령시장 약초시장주차장,경상남도 의령군 의령읍 서동리 493-3,24,35.31849199,128.2604106
의령시장 제2주차장(의령전통시장주차빌딩),경상남도 의령군 의령읍 서동리 503-2,50,35.31831488,128.2599603
의령시장제1주차장(하나로마트앞),경상남도 의령군 의령읍 서동리 509-4,50,35.31709368,128.2598053
백야마을 주차장,경상남도 의령군 의령읍 정암리 346-1,6,35.31406132,128.2868857
상동마을 주차장,경상남도 의령군 의령읍 중동리 172,14,35.32271261,128.2605351
의령시장제1주차장(공작예식장),경상남도 의령군 의령읍 중동리 423-9,45,35.3180443,128.2605079
수변공원 임시주차장,전라남도 영광군 불갑면 방마로 161,200,35.22190431,126.5150908
불갑관광단지 임시주차장,전라남도 영광군 불갑면 모악리 408-2,250,35.19967508,126.5500476
